itemLabel,altLabel_list
darunavir,"Darunavir|(3R,3AS,6ar)-hexahydrofuro[2,3-b]furan-3-yl N-((1S,2R)-1-benzyl-2-hydroxy-3-(N(1)-isobutylsulfanilamido)propyl)carbamate|(3R,3AS,6ar)-hexahydrofuro[2,3-b]furan-3-yl(1S,2R)-3-[[(4-aminophenyl)sulfonyl](isobutyl)amino]-1-benzyl-2-hydroxypropylcarbamate|(3R,3AS,6ar)-tetrahydro-2H-furo[2,3-b]furan-3-yl (2S,3R)-4-(4-amino-N-isobutylphenylsulfonamido)-3-hydroxy-1-phenylbutan-2-ylcarbamate|(3R,3AS,6ar)-tetrahydro-2H-furo[2,3-b]furan-3-yl (2S,3R)-4-(4-amino-N-neopentylphenylsulfonamido)-3-hydroxy-1-phenylbutan-2-ylcarbamate|[(S)-3-[(4-Amino-benzenesulfonyl)-isobutyl-amino]-2-hydroxy-1-((R)-phenylmethyl)-propyl]-carbamic acid (3R,3as,6ar)-(hexahydro-furo[2,3-b]furan-3-yl) ester|{(1S,2R)-3-[(4-amino-benzenesulfonyl)-isobutyl-amino]-1-benzyl-2-hydroxy-propyl}-carbamic acid (3R,3as,6ar)-(hexahydro-furo[2,3-b]furan-3-yl) ester|Darunavirum|MC-114|N-((1S,2R)-3-(((4-Aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-benzylpropyl)((1S,2R,5R)-4,6-dioxabicyclo(3.3.0)oct-2-yloxy)carboxamide|TMC-114|TMC114|UIC-940T"
glibornuride,Glibornurid|Glibornurida|Glibornuride|Glibornuridum|Glutril|Ro-64563
sulfinpyrazone,"1,2-Diphenyl-3,5-dioxo-4-(2-phenylsulfinylethyl)pyrazolidine|1,2-Diphenyl-4-(2'-phenylsulfinethyl)-3,5-pyrazolidinedione|4-(2-Benzenesulfinylethyl)-1,2-diphenylpyrazolidine-3,5-dione|Anturane (TN)|Anturane®|Apo-sulfinpyrazone®|G 28315|NSC 75925|Sulfinpyrazone|Sulfoxyphenylpyrazolidine|suphinpyrazone|ANR315"
ibuproxam,Ibuproxam|p-Isobutylhydratropohydroxamic acid
ibutilide,Ibutilide|Corvert®|Ibutilid|Ibutilida|Ibutilidum|N-(4-{4-[ethyl(heptyl)amino]-1-hydroxybutyl}phenyl)methanesulfonamide|U-70226E
hydroflumethiazide,Dihydroflumethazide|Hidroflumetiazid|Hidroflumetiazida|Hydroflumethiazide|Hydrofluméthiazide|Hydroflumethiazidum|Idroflumetiazide|Metforylthiadiazin|Saluron®
hydroxydione,"21-hydroxy-5beta-pregnane-3,20-dione|21-hydroxy-5β-pregnane-3,20-dione|5beta-dihydrodeoxycorticosterone|5β-dihydrodeoxycorticosterone|Hydroxydione"
hydroxyprogesterone caproate,"17alpha-Caproyloxypregn-4-ene-3,20-dione|17α-hydroxyprogesterone caproate|Delalutin|Hydroxyprogesterone|Hydroxyprogesterone caproate|Hydroxyprogesterone Caproate|Hydroxyprogesterone hexanoate|Makena|Oxiprogesterone Caproate|Primolut depot"
cefazolin,"Cephamezine|Cephazolidin|Cephazolin|Cephazoline|SK&F-41558|CEZ|(6R,7R)-3-{[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-8-oxo-7-[(1H-tetrazol-1-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid|Cefamezin|Cefazolin|Cefazolina|Cefazoline|Cefazolinum"
riluzole,Riluzole|Rilutek®|Riluzol|Riluzolum|RP-54274
pergolide,LY-127809|Pergolida|Pergolide|Pergolidum|Permax®
(-)-pentazocine,Pentazocin|Pentazocina|pentazocine|Pentazocine|Pentazocinum|WIN-20228
sulfamethoxazole,SMZ|SMX|acetylsulfamethoxazole|3-(p-aminophenylsulfonamido)-5-methylisoxazole|3-(p-Aminophenylsulfonamido)-5-methylisoxazole|3-sulfanilamido-5-methylisoxazole|3-Sulfanilamido-5-methylisoxazole|4-amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide|4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide|Gantanol|Gantanol (tn)|Gantanol-Ds|Ro-42130|Sinomin|Sulfamethoxazole|sulphamethoxazole|suphamethoxazole|Urobak
clobutinol,Clobutinol|KAT-256 [As Hydrochloride]
clavulanic acid,"(2R,3Z,5R)-3-(2-HYDROXYETHYLIDENE)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylic acid|(Z)-(2R,5R)-3-(2-Hydroxyethylidene)-7-oxo-4-oxa-1-azabicyclo(3.2.0)heptane-2-carboxylic acid|acide clavulanique|Acide clavulanique|Acido clavulanico|ácido clavulánico|Acidum clavulanicum|Antibiotic mm 14151|Antibiotic MM 14151|BRL-14151|Clavulanate|Clavulanic Acid|Clavulansaeure|Clavulansäure|clavulonic acid|MM 14151"
aminopterin,"4-amino-4-deoxypteroylglutamate|4-amino-PGA|4-aminofolic acid|4-aminopteroylglutamic acid|4'-Amino-folsaeure|A-ninopterin|A-Ninopterin|Aminopteridine|Aminopterin|Aminopterine|APGA|Minopterin|N-(4-(((2,4-diamino-6-pteridinyl)methyl)amino)benzoyl)-L-glutamic acid|N-(4-{[(2,4-Diamino-6-pteridinyl)methyl]amino}benzoyl)glutamic acid|Pteramina"
moclobemide,Moclobemide|4-Chlor-N-(2-morpholinoethyl)benzamid|4-Chloro-N-(2-(4-morpholinyl)ethyl)benzamide|4-Chloro-N-(2-morpholin-4-yl-ethyl)-benzamide|Aurorix|GNF-Pf-695|Manerix®|Moclaime|Moclamide|Moclamine|Moclobemid|Moclobemida|Moclobemidum|p-Chloro-N-(2-morpholinoethyl)benzamide
hydroxyzine,hydroxyzine hydrochloride|Atarax®|Hidroxizina|Hychotine|Hydroksyzyny|Hydroxine|Hydroxizine|Hydroxizinum|Hydroxycine|Hydroxyzin|Hydroxyzine|hydroxyzine pamoate|Hydroxyzinum|Vistaril®
digoxin,12beta-Hydroxydigitoxin|12β-hydroxydigitoxin|Cardoxin|Cogoxin|Davoxin|Digacin|Digazolan|Digitalis glycoside|Digossina|Digoxin|Digoxin Pediatric|Digoxina|Digoxine|Digoxinum|Dilanacin|Dynamos|Eudigox|Homolle'S digitalin|Lanacrist|Lanadicor|Lanicor|Lanoxicaps|Lanoxin|Lanoxin Pediatric|Neo-Lanicor|Rougoxin|SK-Digoxin|Vanoxin|DGO621
dapsone,"DDS|1,1'-Sulfonylbis(4-aminobenzene)|1,1'-Sulfonylbis[4-aminobenzene]|4-(4-amino-Benzenesulfonyl)-phenylamine|4-(4-Aminophenylsulfonyl)aniline|4-(4-Aminophenylsulfonyl)benzenamine|4-Aminophenyl sulfone|4,4'-Dapsone|4,4'-Diaminodiphenyl sulfone|4,4'-Diaminodiphenyl sulphone|4,4'-Diaminodiphenylsulfone|4,4'-Sulfonylbisaniline|4,4'-Sulfonylbisbenzenamine|4,4'-Sulfonylbisbenzeneamine|4,4'-Sulfonyldianilin|4,4'-sulfonyldianiline|Aczone|Bis(4-aminophenyl)sulfone|Bis(P-aminophenyl) sulfone|DADPS|Dapsone|DAPSONE|DIAPHENYLSULFONE|P-Aminophenyl sulfone|P,P-Sulphonylbisbenzamine|P,P-Sulphonylbisbenzenamine|P,P'-diaminodiphenyl sulfone"
brompheniramine,"[3-(4-Bromo-phenyl)-3-pyridin-2-yl-propyl]-dimethyl-amine|[3-(4-bromophenyl)-3-(pyridin-2-yl)propyl]dimethylamine|1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane|1-(P-Bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane|2-(p-bromo-alpha-(2-dimethylaminoethyl)benzyl)pyridine|2-(P-Bromo-alpha-(2-dimethylaminoethyl)benzyl)pyridine|3-(4-bromophenyl)-N,N-dimethyl-3-(2-pyridinyl)-1-propanamine|3-(4-Bromophenyl)-N,N-dimethyl-3-(2-pyridinyl)-1-propanamine|3-(p-bromophenyl)-3-(2-pyridyl)-N,N-dimethylpropylamine|3-(P-Bromophenyl)-3-(2-pyridyl)-N,N-dimethylpropylamine|Antihistamine compound|Bromfed®|Bromfenex|Bromfeniramina|Brompheniramin|Brompheniramine|Bromphéniramine|brompheniramine maleate|Brompheniraminum|Dexbrompheniramine Brompheniramine|Dexbrompheniramine maleate|Dexbrompheniramine Maleate Salt|Dimetane|Dimetane-Ten|Dimetapp allergy|Dimetapp®|Ilvin|Lodrane|Parabromdylamine|Veltane|D-Brompheniramine|Dexbromfeniramina|Dexbrompheniramine|Dexbrompheniraminum|Parabromodylamine|BPN"
diosmin,"3',5,7-trihydroxy-4'-methoxyflavone 7-rhamnoglucoside|3',5,7-trihydroxy-4'-methoxyflavone-7-rutinoside|diosmetin 7-neohesperidoside|Diosmetin 7-O-rutinoside|Diosmin|Diosmine|neodiosmin"
(Z)-thiothixene,cis-thiothixene|Navane®|Thiothixene|Thiothixine|Tiotixene|Tiotixeno|Tiotixenum
Fibrinolysin,Bovine Fibrinolysin|Bovine Plasmin|Plasmin
Imiglucerase,Cerezyme|cerezyme
thioproperazine,"(Thioproperazine)-2-dimethylsulfamido-(10-(3-1-methylpiperazinyl-4)propyl)-phenothiazine|2-Dimethylsulfamido-(10-(3-1-methylpiperazinyl-4)propyl)-phenothiazine|N,N-Dimethyl-10-[3-(4-methyl-1-piperazinyl)propyl]-10H-phenothiazine-2-sulfonamide|N,N-Dimethyl-10-[3-(4-methyl-1-piperazinyl)propyl]phenothiazine-2-sulfonamide|Thioperazine|Thioproperazin|Thioproperazine|Thioproperazinum|Tioproferazina|Tioproperazina"
periciazine,10-(3-(4-Hydroxypiperidino)propyl)phenothiazine-2-carbonitrile|2-Cyano-10-(3-(4-hydroxy-1-piperidyl)propyl)phenothiazine|2-Cyano-10-(3-(4-hydroxypiperidino)propyl)phenothiazine|Cyano-3 ((hydroxy-4 piperidyl-1)-3 propyl)-10 phenothiazine|Periciazina|Periciazine|Periciazinum|pericyazine|Pericyazine|Piperocyanomazine|propericiazine|Propericiazine|RP-8909
eptifibatide,"C68-22|EPTIFIBATIDE|Integrelin®|N(6)-amidino-N(2)-(3-mercaptopropionyl)-L-lysylglycyl-L-alpha-aspartyl-L-tryptophyl-L-prolyl-L-cysteinamide, cyclic(1-6)-disulfide|S(1),S(6)-cyclo[N(6)-carbamimidoyl-N(2)-(3-sulfanylpropanoyl)-L-lysylglycyl-L-alpha-aspartyl-L-tryptophyl-L-prolyl-L-cysteinamide]"
melphalan,"3-(p-(Bis(2-chloroethyl)amino)phenyl)-L-alanine|3-(P-(Bis(2-chloroethyl)amino)phenyl)-L-alanine|3-p-(Di(2-chloroethyl)amino)-phenyl-L-alanine|3-P-(Di(2-chloroethyl)amino)-phenyl-L-alanine|4-(Bis(2-chloroethyl)amino)-L-phenylalanine|Alkeran®|CB-3025|L-3-(p-(Bis(2-chloroethyl)amino)phenyl)alanine|L-3-(P-(Bis(2-chloroethyl)amino)phenyl)alanine|L-PAM|L-Phenylalanine mustard|L-phenylalanine mustard (L-PAM)|L-sarcolysine|L-Sarcolysine|melfalan|Melfalano|Melphalan|Melphalanum|p-Bis(beta-chloroethyl)aminophenylalanine|p-Di-(2-chloroethyl)amino-L-phenylalanine|P-Di-(2-chloroethyl)amino-L-phenylalanine|p-L-Sarcolysin|P-L-Sarcolysin|p-N-Bis(2-chloroethyl)amino-L-phenylalanine|P-N-Bis(2-chloroethyl)amino-L-phenylalanine|p-N,N-bis(2-chloroethyl)amino-L-phenylalanine|Phenylalanine mustard|Phenylalanine nitrogen mustard|Sarcolysin®|MLP673"
fenbufen,"3-(4-Biphenylylcarbonyl)propionic acid|3-(4-Phenylbenzoyl)propionic acid|4-(4-Biphenylyl)-4-oxobutyric acid|4-Biphenyl-4-yl-4-oxobutanoic acid|CL-82204|Fenbufen|gamma-oxo(1,1'-Biphenyl)-4-butanoic acid"
Becaplermin,PDGF-2|Platelet-derived growth factor beta polypeptide|c-sis|PDGF B-chain|Platelet-derived growth factor B chain precursor|RWJ-60235|PDG109
dicloxacillin,"(2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid|BRL-1702|Dicloxacilina|Dicloxacillin|Dicloxacillina|Dicloxacilline|Dicloxacillinum|Dycill|Dynapen|Pathocill|R-13423"
Coagulation factor VIIa,Serum prothrombin conversion accelerator|SPCA|Coagulation factor VII precursor|coagulation factor VIIa (recombinant)|Eptacog alfa|niastase|novoseven rt|Proconvertin|recombinant activated factor vii
Aldesleukin,T-cell growth factor|TCGF|IL-2|Interleukin-2 precursor
OspA lipoprotein,Outer surface protein A precursor
Somatropin recombinant,GH|Somatropin|Growth hormone|GH-N|Growth hormone 1|Pituitary growth hormone|Somatotropin precursor
Satumomab Pendetide,B72.3|CYT-099|Indium (111In) satumomab pendetide|Indium-111 satumomab pendetide|Oncoscint
Pegademase bovine,Adagen|Adenosine aminohydrolase|Adenosine deaminase
Human Serum Albumin,Serum albumin precursor
Serum albumin iodonated,Serum albumin precursor|Iodinated (131I) Human Serum Albumin|Radioiodinated serum albumin
Laronidase,Alpha-L-iduronidase precursor
Serum albumin,Serum albumin precursor
Anti-thymocyte Globulin (Rabbit),Thymoglobulin|Anti-thymocyte globulin (rabbit)|rabbit ATG|rATG
Coagulation Factor IX,PTC|Christmas factor|Coagulation factor IX precursor|Plasma thromboplastin component
Agalsidase beta,Alpha-D-galactosidase A|Melibiase|Agalsidase alfa|Alpha-D- galactoside galactohydrolase|Alpha-galactosidase A precursor
Thyrotropin Alfa,TSH|rTSH|thyroid stimulating hormone|thyrotrophin-alfa|thyrotrophin-alpha|thyrotropin|thyrotropin-a|thyrotropin-alpha|thytrophin
L-Lysine,"(S)-2,6-diaminohexanoic acid|(S)-lysine|(S)-α,ε-diaminocaproic acid|6-ammonio-L-norleucine|L-lys|LYS"
metocurine iodide,"(+)-O,O'-Dimethylchondrocurarine Di-iodide|Dimethyl Tubocurarine Iodide|Dimethyltubocurarine Iodide|Dimethyltubocurarinium iodide|Dimetiltubocurarinio, ioduro de|Metocurine iodide|Metocurine Iodide|Metocurini Iodidum|Metokuriinijodidi|Metokurinjodid|Metubine iodide|Metubine Iodide|Trimethyltubocurarine Iodide"
myristyl sulfate,STS
Bentoquatam,Ivy Block
cinalukast,"3'-((e)-2-(4-Cyclobutyl-2-thiazolyl)vinyl)-2,2-diethylsuccinanilic acid|Cinalukast|Ro-24-5913|Ro-245913"
halobetasol propionate,Miracorten|SID50112705|ulobetasol propionate
Gonadorelin,GnRH|Gonadotropin-releasing hormone|Fertagyl|GnRH-I|Gonadoliberin I|Gonadorelin decapeptide|Gonadorelina|Gonadoréline|Gonadorelinum|Luteinizing Hormone-releasing Factor Diacetate Tetrahydrate
selexipag,ACT 293987|ACT-293987|NS 304|NS-304|Selexipag|Uptravi®
plazomicin,Plazomicin
Omadacycline,PTK 0796|PTK-0796|PTK796
Evolocumab,AMG-145
luliconazole,Lulicon®|Luzu®|NND-502|PR-2699
macimorelin,Macimorelin
polydeoxyribonucleotide,PDRN|Placentex
liarozole,Liarozole
irsogladine,DCPDAT|Irsogladine
chlorhexidine,"Peridex|Chlorhexidine|1,1'-Hexamethylene bis(5-(P-chlorophenyl)biguanide)|Chlorhexidin|Chlorhexidin [Czech]|Chlorhexidinum|Chlorhexidinum [INN-Latin]|Cloresidina|Cloresidina [DCIT]|Clorhexidina|Clorhexidina [INN-Spanish]|N-(4-chlorophenyl)-1-3-(6-{N-[3-(4-chlorophenyl)carbamimidamidomethanimidoyl]amino}hexyl)carbamimidamidomethanimidamide|N,N'-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide|Nolvasan|Sterilon|Suthol|suthoool"
obeticholic acid,6-ECDCA|6-Et CDCA|6-Ethyl-CDCA|6-ethylchenodeoxycholic acid|6alpha-Ethyl-chenodeoxycholic acid|6α-ethylchenodeoxycholic acid|INT-747|Obeticholic acid|OCA|Ocaliva®
L-Proline,(−)-proline|(2S)-pyrrolidine-2-carboxylic acid|(2S)-Pyrrolidine-2-carboxylic acid|(S)-2-Carboxypyrrolidine|(S)-2-Pyrrolidinecarboxylic acid|(S)-pyrrolidine-2-carboxylic acid|(S)-Pyrrolidine-2-carboxylic acid|2-Pyrrolidinecarboxylic acid|L-(-)-Proline|L-(−)-proline|L-alpha-pyrrolidinecarboxylic acid|L-Pro|L-Prolin|L-α-pyrrolidinecarboxylic acid|Prolina|Prolinum|P|Proline|L-pyrrolidine-2-carboxylic acid|PROLINE|(-)-(S)-Proline|(-)-2-Pyrrolidinecarboxylic acid|(-)-Proline|(−)-(S)-proline|(−)-2-pyrrolidinecarboxylic acid
roxatidine acetate,Aceroxatidine|Pifatidine|Roxatidine acetate
dabigatran etexilate,BIBR 1048|Dabigatran etexilate|Ethyl 3-[[[4-[[[(hexyloxyl)carbonyl]amino]iminomethyl]phenyl]amino]methyl]-1-methyl-1H-benzimidazol-5-yl]carbonyl](pyridin-2-yl)amino] propanoate|Pradaxa®
eluxadoline,"5-({(4-carbamoyl-2,6-dimethyl-L-phenylalanyl)[(1S)-1-(4-phenyl-1H-imidazol-2-yl)ethyl]amino}methyl)-2-methoxybenzoic acid|Eluxadoline|JNJ-27018966"
mirogabalin,DS-5565|Tarlige
Atezolizumab,anti-PDL1|MPDL3280A|Tecentriq
L-carnitine,"(-)-L-Carnitine|(3R)-3-hydroxy-4-trimethylammonio-butanoate|3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt|levocarnitine|Levocarnitine"
Interferon alfa-n1,Interferon alpha-2|Interferon alpha-A|Interferon alpha-n1 (Ins)|LeIF A|Wellferon
Salmon Calcitonin,"Calcimar|Calcitonin (Salmon Synthetic)|Calcitonin 1 precursor|Calcitonin Salmon|Calcitonin-salmon|Calcitonin, salmon|Cibacalcin|Fortical|Miacalcin|recombinant salmon calcitonin (rsct)|Salmon calcitonin|Salmotonin"
Secretin,Secretin-Ferring|Secretin-Kabi
Antihemophilic Factor,AHF|Factor VIII|Alphanate|Bioclate|Helixate|Hemofil M|Humafac|Humate-P|Koate-HP|KOGENATE|Monoelate-P|Profilate Heat-Treated|Profilate HP|Profilate OSD|Profilate SD
Intravenous Immunoglobulin,Ig alpha-2 chain C region|immune globulin|Immunoglobulin G
"Interferon Alfa-2a, Recombinant",Interferon alfa-2a|Interferon alpha-2a|Oral interferon alfa|rIFN-alpha-2a
cefoxitin,"(6R,7S)-3-[(Carbamoyloxy)methyl]-7-methoxy-8-oxo-7-[(2-thienylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid|Cefoxitin|Cefoxitine|Cefoxitinum|Ceftoxitin|Cephoxitin|Rephoxitin|Cefoxitina|CFX"
phosphatidyl serine,distearoylphosphatidylserine|Phosphatidyl serine|phosphatidyl-L-serine|Phosphatidyl-L-serine|phosphatidylserine|Phosphatidylserine|PS|Ptd-L-Ser
diethylpropion,(+-)-diethylpropion|(+-)-Diethylpropion|(±)-diethylpropion|1-phenyl-2-diethylamino-1-propanone|2-(diethylamino)-1-phenyl-1-propanone|2-(Diethylamino)-1-phenyl-1-propanone|2-(diethylamino)propiophenone|2-(Diethylamino)propiophenone|alpha-benzoyltriethylamine|alpha-Benzoyltriethylamine|alpha-diethylaminopropiophenone|alpha-Diethylaminopropiophenone|Amfepramone|Amfepramonum|Anfepramona|Diethylcathinone|Diethylpropion|diethylpropion hydrochloride|Prefamone|Regenon®
fenoldopam,Corlopam®|Fenoldopam|Fénoldopam|Fenoldopamum|SK-82526-J|SK&F-82526J
Vindesine,3-(Aminocarbonyl)-O(4)-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine|3-Carbamoyl-4-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine|Compound 112531|Desacetylvinblastine amide
mianserin,"(+-)-athymil|1,2,3,4,10,14b-Hexahydro-2-methyldibenzo(c,f)pyrazino(1,2-a)azepine|1,2,3,4,10,14b-Hexahydro-2-methyldibenzo(c,F)pyrazino(1,2-a)azepine|Mianserin|Mianserina|Mianserine|Mianserinum|Mianseryna|Norval®|ORG GB 94"
nedocromil,"nedocromil sodium|9-Ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)chinolin-2,8-dicarbonsaeure|9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid|9-Ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid|FPL-59002|Nedocromil|Nedocromilo|Nedocromilum|Rapitil®|Tilade®"
enflurane,"2-chloro-1,1,2-trifluoroethyl difluoromethyl ether|Alyrane|Efrane|Enflurane|Enflurano|Enfluranum|Ethrane|Forane®|Methylflurether|HCFE-235ca2"
cidoxepin,Cidoxepin|Doxepin|Sinequan|Zonalon
thiotepa,Tepadina®|Thioplex®|Thiotepa|ThioTEPA 或 thiotepa
enoxaparin,Clexane®|enoxaparin sodium|Lovenox®|PK-10169|RP-54563|كلكسان
dinoprostone,"Prostin|Prostaglandin E|5-trans-PGE2|Prostin E2|Prepidil|(-)-Prostaglandin E2|(15S)-prostaglandin E2|(5Z,11alpha,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-oic acid|(5Z,13E,15S)-11-alpha,15-dihydroxy-9-oxoprost-5,13-dienoate|(5Z,13E,15S)-11-alpha,15-dihydroxy-9-oxoprost-5,13-dienoic acid|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoic acid|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoic acid|(5Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(1E,3S)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]hept-5-enoic acid|(E,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid|Cervidil®|Dinoprostonum|Glandin|L-Prostaglandin E2|minprositin E2|minprostin E2|PGE2|Propess®|prostaglandin E2|Prostaglandin E2alpha|Prostarmon E"
nitrendipine,"1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylic acid ethyl methyl ester|BAY e 5009"
nefazodone,"1-(3-(4-(m-Chlorophenyl)-1-piperazinyl)propyl)-3-ethyl-4-(2-phenoxyethyl)-delta2-1,2,4-triazolin-5-one|BMY-13754|MJ-13754-1|Nefadar®|Nefazodona|Nefazodone|Nefazodonum"
cobimetinib,Cobimetinib|GDC 0973|GDC-0973|GDC0973|RG 7420|RG7420|Xl 518|XL-518|XL518
Guselkumab,CNTO 1959|Tremfya
naloxegol,AZ-13337019|AZ13337019|Movantik®|NKTR 118|NKTR-118|NKTR118
Poractant alfa,Curosurf
Botulinum Toxin Type B,"an-0772|an0772|botulin b|botulinum b toxin|Botulinum neurotoxin type B|botulinum neurotoxin type b from clostridium botulinum (bont/b, ec 3.4.24.69)|Botulinum neurotoxin type B precursor|Botulinum toxin B|botulinum toxin type b|BTX-B|Myobloc|RimabotulinumtoxinB"
Nandrolone decanoate,Durabolin|Deca-Durabolin|19-nortestosterone decanoate|Deca-durabolin|Nandrolone 17β-decanoate|Nandrolone decanoate|Nandrolone Decanoate
"Paritaprevir, (2R,6S,12Z,13aR,14aR,16aS)-",ABT 450|ABT450|Veruprevir
icotinib,BPI-2009|BPI-2009H|Conmana®|Icotinib
florbetaben f-18,18F-BAY94-9172|18F-Florbetaben|4-((1e)-2-(4-(2-(2-(2-((sup 18(f))fluoroethoxy)ethoxy)ethoxy)phenyl)eth-1-en-1-yl)-n-methylaniline|BAY 94-9172|bay-94-9172|bay-949172|BAY94-9172|florbetaben|florbetaben (18f)|Florbetaben (18F)|florbetaben (f-18)|Florbetaben F 18|Florbetaben F-18|florbetaben f18|florbetaben(18f)|florbetabenum (18f)|zk-6013443
sodium zirconium cyclosilicate,ZS-9
ozenoxacin,Ozenoxacin
dacomitinib,dacomitinib anhydrous|PF 00299804-03|PF-00299804|PF-00299804-03
Metreleptin,Myalept
Galsulfase,ARSB|Arylsufatase B|Aryplase
Idarucizumab,Praxbind
sacubitril,AHU377|Sacubitril
navitoclax,ABT 263|ABT-263|Navitoclax
17β-estradiol,"(+)-3,17b-Estradiol|(17beta)-estra-1,3,5(10)-triene-3,17-diol|(17β)-estra-1,3,5(10)-triene-3,17-diol|(1S,10R,11S,14S,15S)-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2,4,6-triene-5,14-diol|(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol|13b-Methyl-1,3,5(10)-gonatriene-3,17b-ol|17b-Estradiol|17b-Oestradiol|17beta oestradiol|17beta-estra-1,3,5(10)-triene-3,17-diol|17beta-estradiol|17beta-oestradiol|17β-estra-1,3,5(10)-triene-3,17-diol|17β-oestradiol|3,17-Epidihydroxyestratriene|3,17b-Dihydroxyestra-1,3,5(10)-triene|3,17b-Estradiol|Aerodiol|Agofollin|Amnestrogen|Aquadiol|b-Estradiol|Bardiol|beta-Estradiol|cis-estradiol|cis-Estradiol|Climaderm|Climara|Compudose|Corpagen|D-Estradiol|D-Oestradiol|delta-Estradiol|delta-Oestradiol|Dermestril|Dihydro-Theelin|Dihydrofollicular hormone|Dihydrofolliculin|Dihydromenformon|Dihydrotheelin|Dihydroxyestrin|Dimenformon|Diogyn|Diogynets|Divigel|Epiestriol 50|Estra-1,3,5(10)-triene-3,17b-diol|Estrace|Estraderm TTS|Estradiol|Estradiol-17-beta|Estradiol-17beta|Estradiolum|Estradot|Estraldine|Estring Vaginal Ring|Estroclim|Estroclim 50|Estrogel HBF|estrogen|Estrovite|Evorel|Femestral|Femogen|Follicyclin|Gelestra|Ginosedol|Gynergon|Gynoestryl|Lamdiol|Macrodiol|Menorest|Nordicol|Oesclim|Oestergon|Oestra-1,3,5(10)-triene-3,17b-diol|Oestradiol|oestrodiol|Oestrogel|oestrogen|Oestroglandol|Ovahormon|Ovasterol|Ovastevol|Ovocyclin|Ovocylin|Perlatanol|Primofol|Profoliol|Profoliol B|Progynon|Progynon DH|Sandrena 1|Syndiol|Systen|Vivelle|Zumenon|Encore|E2|Altrad|Estrogel"
cefadroxil,"(6R,7R)-7-{[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid|CDX|Cefadroxil|Cefadroxil anhydrous|Cefadroxilo|Cefadroxilum|Cephadroxil|D-Cefadroxil|Duricef®"
tranilast,"MK 341|MK-341|N-(3,4-Dimethoxycinnamoyl)anthranilic acid|SB-252218|Tranilast|tranilastum"
cefoperazone,"(6R,7R)-7-((R)-2-(4-Ethyl-2,3-dioxo-1-piperazinylcarboxamido)-2-(4-hydroxyphenyl)acetamido)-3-((1-methyl-1H-tetrazol-5-yl)thiomethyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-2-carbonsaeure|(6R,7R)-7-[[2-[(4-Ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid|Cefobid|cefoperazon|CPZ"
